sentence,label
"İstanbullu Rum Türkiye'de ""gavur"" sayılır, Yunanistan'da ise ""Turkosporos"" (Türk tohumu).",0
True Lies filminde Schwarzenegger yaklaşık 400 kişiyi öldürdü.,0
Çünkü evrensel dilbilgisi bütün dilleri bağlayacak denli kapsamlı ama bu hareketliliği sağlayacak denli de hepsinden özgür olmalıdır.,0
"Türkiye'nin burjuva devrimi demokratik olamazdı, olmadı.",0
"Geceleri sedirli oturma odasını, durduğu açılır kapanır masadan çevresine doğru titrek gölgeler çizerek uzanan, beş numara bir gaz lambası aydınlatırdı.",0
"Dalgalar o kadar büyüyor ki, neredeyse bina boylarına kadar çıkıyor ve ben kaçarken dalganın gölgesini görüyorum önümde.",0
"Bu amaç ve bölümleri ve Sürecin gelişimini kısaca incelemeye geçmeden önce, AB’nin Akdeniz Politikasının son yansıması olan bu inisiyatifin öne çıkan birkaç özelliğinin belirtilmesi gerekmektedir.",0
"Bu konuda öğretide, söz konusu işlemin esas itibarı ile bir borçlanma işlemi olduğu; bu işlemin kişilerin serbest iradesine dayanmaması, borç verecek şahısların ve verilecek borç miktarının Devletçe belirlenmesi nedeni ile işlemin vergilere yaklaştığı, ancak; borç veren kişilere borç süresi içinde faiz ve vade sonunda da borcun ödenmesinin ise borçlanmaya benzer noktaları oluşturduğu, genel olarak kabul edilmektedir.",0
Ah keşke ona hiç sert davranmamış olsaydı.,1
"Bazen hep uçarak, bazen de yerlerde sekerek, herkesle ve her şeyle içli dışlı O'na doğru koşar durur.",0
Bu tür bir yapı faaliyetinin söz konusu pratiğe uygun düşmemek dışında ideolojik bir çıkmazı olduğunu sanmıyoruz.,0
Atuf Burcu: Bu burcun etkisi altındaki kişiler kendilerine meylettirmek için azami gayret sarfederler.,0
Çalışmayı yönlendirecek yöntem ise kaynak metin ve erek metin arasında saptanan ayrımsal dil birimleridir.,0
"İnsanlar yaşadıkları çevrenin değerini bilselerdi, böyle çaresiz kalmazlardı.",1
"Hele bir de gelinlikleri var ki, bulamadığınız kocaları boğarsınız görseniz, o derece.",0
"Normal olarak tür ismini veren araştırıcının ismi tür isminin yanında yer alırken, bu gibi değişiklik sonunda o tür başka bir cins altında verildiğinde tür ismini verenin adı bu kez parantez içinde verilir.",0
"Temel kavramlardan da anlaşılacağı gibi, işletme insanların gereksindikleri ve istedikleri mal ve hizmetleri üretmek için oluşturulan bir birimdir.",0
"TRT İstanbul Radyosu'nda ""Av Bizim Avlak Bizim"" ve ""Dilden Dile"" gibi programlarla halk kültürünü, halk âşıklarını, halkın eksiğini ve sıkıntılarını mikrofona taşır.",0
"Bazı tesislerin ise tahta kasa yapımı, hayvan yemi karışımlarının hazırlanması gibi genelde basit teknolojik manüplasyonlar çerçevesindeki faaliyetleri de bulunmaktadır.",0
Zira çalışma etiğine sahip olmak bir kişilik özelliği olduğu kadar aynı zamanda kültürel bir olgudur ve her kültürel olgu gibi sosyalizasyon ve eğitim süreçleri ile aktarılabilir.,0
Ama sadece postal giyiyor diye insanları tutuklayamazdım.,0
Eskişehir aksı örnekleminde verilen adresler ise genelde Merkez-Güney mahallelerinde yer alıyordu.,0
Sorunlar yeni koşullara uyum sağlanarak çözümlenebilir.,0
"Öte yandan, 1911 yılında kalp krizi geçiren Corinth için ölüm düşüncesi ya da korkusu yeni bir şey olamazdı.",0
Gitmeliydi hiçbir şeyi ve hiç kimseyi bırakmadan.,0
"Derviş Nasturi'ydi, orada yaşayan bütün Nasturiler gibi Kürtçe bilirdi.",0
"Kemer Golf & Country Club'a gittik, golfçü dostlar mahsun kalmasın diye.",0
"Ayrıca, bazı insanlar duysal açıdan diğerleri ise görsel açıdan gelişmiştir.",0
"Chat yapmak yerine, sosyal olarak bir çevre oluşturma yoluna gitseydim, bu kadar insanla tanışma/tartışma ve bu kadar bilgi/fikir paylaşımı yapabileceğime inanmadım...",1
"Çakal horonu yağmuru, çamurdan oyuncaklarımıza zarar vermezdi.",0
"Kule hakkında, çeşitli söylentiler vardı halkın dilinde...",0
"Dolayısıyla, böyle bir model altında işleyen bir siyasal iletişim sürecinde sözkonusu aktörler sahip oldukları özerklik sayesinde tekdüze, salt uyum arayan, bu yüzden sadece ""düzen"" olan bir mekanizmanın yerleşmesini engelliyorlar.",0
"Yaz mevsimi olsaydı, kim bilir ne titremeler görülürdü; Kalçalar, göbekler, göğüs kılları, kulak memeleri ve gerçek memeler.",1
"Aklıma gelen başıma gelmişti ama bu kadar çabuk, burada, şu anda olacağını düşünmemiştim.",0
"Heyhat, göz açıp kapayana kadar eşinin o korkunç altesi meydana çıkmış ve sahneyi sonsuza kadar hükümleri altına almıştı.",0
"Keşke de doğmamış, bu ülkenin havasını solumamış olsaydım.",1
"Bu, geçmişte o mevzilerle uyum içinde yaşamış bulunan sermaye gruplarının razı olacağı bir öneri değil, sermaye gruplarıyla mücadele ederek uygulanacak bir programdır.",0
"Yıllar geçtikçe Davos, tüm dünyanın ilgisini çekmeye ve çok önemli siyaset ve iş dünyası liderleri Davos toplantılarına gelmeye başladı.",0
"Ağaoğlu'nun ilk çalışmalarından biri olan, 1901 'de yazdığı İslamiyette Kadın, Avrupa ve Amerika'da feminizm bir akım olarak geliştiği halde bizde neden bu doğrultuda bir kıpırtı olmadığının nedenlerini araştırmaktadır.",0
"Ertesi yıl da aynı zamanda din adamı olan bir Fransız öğretmen Sartre'ın La Nausee'sini elimden alıp müdüre götürmüştü, ama müdür artık Behçet Bey değildi.",0
"Davudi sesiyle yanıtladı: 'Evlat, adalet denen şeyin peşinde, bir ayyaş şairler, bir de kocasından ayrılmış kadınlar koşar.",0
"12-14 yaş arasında evli olan çocukların sayısı yaklaşık 10 bin olan Türkiye'de, her 100 çocuktan 4'ü aşısız.",0
Halkın gerçek istekleri ile Batı'nın talepleri örtüşmüştür.,0
Birinci görüşe göre: Namazın sıhhati için vakit şarttır.,0
Vibratörlenen noktalar arasında yaklaşık 50 cm.,0
"Melisa'ya âşık olarak Okan'ın sınıfına kadar sürüklenen, sabah ziyaret ettiği web sitesinin sahibi Can'ın kâğıdıdır.",0
Burcu onun konuşmasını dinlemekten çok hoşlanırdı.,0
"1990-94 yıllarını içine alan Altıncı Beş Yıllık Kalkınma Planı döneminde ise ulaştırma (haberleşme dahil) ve enerji sektörlerinin toplam kamu yatırımları içindeki payının % 50,3'e ulaşması, imalat sanayii yatırımları payının ise % 7,6'da kalması hedeflenmektedir.",0
"Yoksullar, dünyada yaklaşık 1.1 milyar kişi ve kişi başına 700ABD$' dan az kazanan topluluktur.",0
"""Haklısınız, istemezdi"" diyorum.",0
Sonuncusunda kurşun yiyip eski dostu ve memleketin istiklali için savaşan karakol kuvvetlerine mensup Çukurçeşmeli Osman Ağa'ya sığınıyor.,0
"Nöbetteki askerler oldukça heyecanlıydı, bir kaza olabilirdi.",0
"Aslında annem, ablamın o oğlanla gezdiğini çoktan biliyordu, hatta isteselerdi verecekti de, ama onlar kaçtılar gene de.",1
"Eğer Batı demokrasilerinde olduğu gibi ana sağ ve ana sol akım iki büyük nehir gibi aksaydı, insanlar bugün olduğu gibi etnik ve dini bölünmelere uğramayacaklardı.",1
Modern toplum bireylerin özgür ve eşit şartlarda katılımlarıyla ortaya çıkan toplumsal bir gerçekliktir.,0
Küçük Şeytan'ın masumiyet ve bebekliğini hatırladığı dokunaklı anlardan biri olmalıydı bu...,0
Ruhun adını üç kez çağırarak ona hiçbir zarar vermeyeceğine söz verince ruh ona görünürmüş.,0
Bunu gerçekleştirmek için de elimizde özel temsilci Emekli General Ralston var.,0
"Açık ki, Cumhuriyet'in bu ipe sapa gelmez, hastalıklı sayıklamalarını pek ciddiye alan kimse yok.",0
"Hoşgörülü, en liberal İsviçreli bile, çıkarı söz konusu oldu mu ""kara kafa""yı istemezdi.",0
"Sizi bu gece Tanrı yolladı buraya, ben size ulaşamazdım.",0
"Hiçbir başka köpek de bunun kadar beni mutlu edemezdi.""",0
"Bu çerçevede yönetim, çalışanların yeteneklerini geliştirmelerinde hangi psikolojik süreçlerden geçtiklerini, nasıl deneyim kazandıklarını ve ne tür geliştirme ve eğitim programlarına gereksinim duyduklarını, sürekli olarak araştırmak ve çalışanları geliştirmek zorundadır.",0
"Nişanlısı ona ""Bri Bri"" diye seslenir, güzel kız da ""Va Va"" diye çağırırdı genç adamı.",0
"İlişkileri yine kopma noktasına gelmiş olmalıydı, aralarındaki gerilim her zamankinden farklıydı.",0
"O kadar meşgulüz ki davet veremiyoruz, keyifli takılamıyoruz ve hatta eğlenemiyoruz canikom.",0
"Eğer mahkeme dolayısıyla ""bilirkişiler"" bizim gibi düşünüp karar bildirecek olsalardı mahkeme Kurulun kararını iptal edecekti.",1
"Uygulama süresinde ortaya çıkan yakınmalarınızı iyice belirleyip benimle konuşup, tartışmak üzere defterinize yazın.",0
"Söz konusu cemaatler olduğunda zaten zayıf olan demokrasi kavrayışımız toptan devre dışı kaldığından, cemaatlerin varlığını asla meşru görmüyoruz.",0
"CNN Türk'ün haberine göre, Türkiye Masası Şefi Ulrik Vestergard ise, ""Konu Kültür Bakanlığı'nı ilgilendirir"" ifadesini kullandı.",0
"Bu hükümet her iki öcüyü de ortadan kaldırabilir, toplumsal uzlaşmayı yaratabilir ve demokratik Türkiye yolunda önemli adımlar atabilirdi.",1
"Sırf yakaladığım bir ortaklık yüzünden, en mendebur haliyle bile, sevimli bulabilirdim.",0
Yaklaşık bir ay sonra tebligat geldi: Ankara Valiliği emrinde polis olarak göreve başlamamız için 29 Eylül 1964 gününe kadar Ankara Emniyet Müdürlüğü'nde olmamız isteniyordu.,0
Ablam boncuk ısmarlardı biliyorum.,0
Yine hastaneyi aradığım bir gün telefonu Seval açtı.,0
"Bunca yıl sonra mektup yazdığına göre, ne yapıp edip, Roma'da bir haber ajansında çalışan Ethem Razi'ye ulaşmalıydı.",0
"Kendisine sahip çıkan okumasını sağlayan okumasını sevdiren iyi bir öğrenci iyi bir insan olmasını sağlayan, ortaokul kıyafetlerini bile hediye eden büyük insan çok sevdiği ""Gülşen ONAR"" öğretmenini nasıl atabilirdi.",0
Eğik kolonlar aynı zamanda kaymaya karşı da güvenli olmalıdır.,0
"Selanik'teki Yılmaz a Bey Camii'nde seks filmleri oynatacak kadar coşmuş -azmış mı deseydim acaba?- milliyetçilik duygularıyla körüklenen öfkeler, horozlanmalar, çatışmalar...",0
"Mesela Başbakan Kıbrıs'tayken hastalansaydı, o zaman protokol gereği Sayın Bahçeli, otomatikman vekil olacaktı"" dedi.",1
"Her bir adımı olaydı ve her olayı ona yaradı, onu yüceltti.",0
Bazı namaz vakitleri ameliyat sırasında veya yoğun bakım odasında geçebilirdi.,0
"Bunu ""Ölmek Var Dönmek Yok"" filmi izledi.",0
"Bu dönem içinde arkeolojik objeler, bulundukları asıl ortamlardan çıkarılarak kentlerde halkın gösterimine sunulmuştur.",0
Seçimlerin ve seçimlerden çıkan iktidarların meşruluğu konusunda genel uzlaşı vardır.,0
"Yerinden yönetim ilkesinin bir de hizmet yönünden uygulanması sonucu ortaya çıkan hizmet yerinden yönetim kuruluşları söz konusudur, ancak hizmet yerinden yönetim kuruluşları Anayasa’da direkt olarak yer almamaktadır.",0
Keşke annen ve çocuklar da yanımda olsalardı.,1
dakikada birden fazla odaktan kaynaklanan ve görünümleri çeşitli olan multifokal ventriküler prematüre atımların ortaya çıktığı belirlenmiştir.,0
"""Biz T-Systems olarak, sunduğumuz bütünleşik ve düşük maliyetli çözümlerle, kuruluşların müşteri memnuniyeti odaklı çalışabilmelerine, değişen piyasa şartlarına kolaylıkla uyum sağlayabilmelerine ve faaliyetlerini çok daha verimli bir şekilde sürdürmelerine olanak tanıyoruz.""",0
"Örneğin, hiçbir spor sayfasında ""Fenerbahçelilik ruhu, Beşiktaşlılık ruhu,"" diye bir başlık, bir yorum, tek bir satır göremezdiniz.",0
"O denli sessiz yürümeye çalışıyorduk ki, şu beş yüz metre yolu bir geçsek, ondan sonra tepenin ardında Ortaköy.",0
"Numune, sıcaklığı 103±2°C arasında bulunan bir etüvde sabit ağırlığa kadar kurutulur, %8'den fazla ağırlık kaybı olmamalıdır.",0
"Elbette ki insanlar asabi olacaktı ve elbette ki, falcılarla medyumlar el üstünde tutulacaktı.",0
Üç aydır üniforma gibi giydiğin kıyafetlerden anlamalıydım zaten...,1
"Beni oldukça hevesli görmüş olmalıydı ki, mağrur bir ifadeyle başını arkaya attı, gerindi, sağ kaşını kaldırarak, ""Yarın İzmit'e gelin.",0
İnsanoğlu kültür sayesinde içinde yaşadığı çevreye uyum sağlar.,0
"- Bir de siz görseydiniz Hocam, diyorum varsaydığım çekim gücümü kullanmaya çalışarak.",1
"Bunca yıldan sonra, ben ona gitmelisin dediğimde, kalmalıydı.",1
"Kışlıkları, yazlıklarının yaklaşık 3500 km.",0
"Nitekim bu haşyetten dolayıdır ki, ashabdan bir kaç kişi hâriç hiç kimse, Peygamberimiz -sallâllâhü aleyhi ve sellem-'in yüzüne bakamazdı.",0
Bana yemek teklifinde bulunduğuna göre biraz önceki mesajı da o yazmış olmalıydı.,0
"Bunun için; Şanlı Urfa Harran Ovası'nda, şu anda kuru koşullarda faaliyetlerini sürdüren, ancak sulamanın başlamasıyla birlikte ilk sulama uygulamalarının yapılacağı köyler, arasından, toprak yapıları ve pazara uzaklıkları bakımından çalışmanın amaçlarına uygun 32 köy belirlenmiştir.",0
"Bir zamanlardan bu yana az çok değişmeden kalan ise, kaloriferlerin yanmadığı mevsimlerdeki erken sabahlarda, yağmur çisentisinin parkta bıraktığı kokudur yalnızca.",0
Uzun boylu kadın bir tek kelimeyi bile anlamadığı halde hafifçe gülümsemek istedi.,0
"Süveyş Kanalı 'nın 1956'da millileştirilmesinden hemen sonra Mısır Başkanı Cemal Nasır, Kemalist modelde bir laiklik reformu yapabilirdi.",1
"Dans önemliydi, müzik de önemliydi ama kültür diğer ""zararlı"" âdetler olmadan oluşamazdı.",0
"Bu tür sorunlar, gene bir matematikçi olan İtalyan G.",0
"Erkeklerde, özellikle sigara içenlerde çok görülen akciğer kanseri, bronş mukozasından kaynakladığı için bronş kanseri olarak da söylenir.",0
"Yanlış yapınca sileceksin, işte o kadar"" diyerek konuyu kapattı.",0
"Bilinmeyen olmanın, piyasa dışı olmak, ""özgür"" olmak demek olduğunun belki farkındalar, belki değiller.",0
"Avrupa Birliği (AB) direktifleri uyum çalışmaları kapsamında çok sayıda mevzuat değişikliği yapılacağına yer verilen Ulusal Program Taslağı'nda yer alan ""Bilgi Toplumu ve Medya"" başlıklı bölümde, Evrensel Hizmet Fonu'nun internetin yaygınlaşması için yürütülen projelerde kullanılmasına, AB'ye üyelik garantisi verilmesi ile son verileceği ifade edildi.",0
"""...Aynı zamanda yabancı işçiler, büyük sermaye ile rekabet edemeyen küçük sermaye için vazgeçilmez bir ucuz işgücü kaynağı durumundadır.",0
Kalsedonun mikroskopik incelemelerinde lifsi dokuda (kriptokristalin) kuvarstan oluştuğu belirlenmiştir.,0
"Amerikan Ulusal Havacılık ve Uzay Dairesi (NASA), kuzey kutbunda geceleri görülen hareketli ve renkli ışıkların esrarını aydınlatabilmek için iddialı bir proje hazırladı.",0
"Ben kırılganlığıma, o savunmasız sevgime güçlü ve korunaklı bir yer ararken, sen benden kurtulabilmek için, sevgini önüne çıkan herkese bağışlamışsın.",0
"""Kendi hayatınızla ve kaynaklarınızla, büyük bir enerji, azim ve mutlulukla hareket ediyor olsaydınız yapabileceklerinizin, (potansiyelinizin)-ortalama % kaçı ile yetiniyorsunuzdur?""",1
Konuştuğumuzda neden sustuğumuzu suçluların telaşıyla birbirimize sorardık.,0
"Karpat, eğer iş ahlâkı üzerinde benzer bir araştırmayı yürütmüş olsaydı, emekçi gücün de (işçi) aynı kategori içinde yer alacağını açıklayacaktı.",1
100 reklamda ise hizmetin fiyatına ilişkin herhangi bir bilgi bulunmamaktadır.,0
"KÂMİL, etrafına bakınır: Benim oğlum yok mu?",0
"Melda titremeye başladı, hareketleri biraz acemice olabilirdi, ama asıl korkunç yanı tenine değen dudakların ruhunda yarattığı inanılmaz arzuydu.",0
"Düşmeyi kendileri isteselerdi, ağlamazlardı ki...",1
Pisi balığını gümüş tepside isterdi.,0
"mağduriyetlere yaygın biçimlerde maruz kalmamış olsalardı, demokrasiyi savunmanın gerekliliğine bu kadar çabuk inanmazlardı.",1
"Ama özgür bir bireyin etkinlikle buluşmuş bilincine dayanan bilgiye ilginin önkoşulları, ekonomik, sosyal, kültürel ve politik olanakların birey ya da yurttaşın kendini gerçekleştirmesini geliştirmeye elverişli tüm koşulların varlığını gerektirmektedir.",0
"Yukarıda belirttiğim ince ayrıntılara çözüm bulmadan PKK'nın bırakınız gücünden, varlığından bile söz etmek mümkün olamazdı.",0
"Eleştirel düşünce halkın bilincinde yer ettikçe, dogmatik düşünce, köklerinden sökülüp atılır.",0
"Fakat, deneyler sırasında bu oranda harç çubuğu üzerinde çatlak gelişimleri belirlenmiştir.",0
"Muhtar, Hamit'e sabaha kadar beklenmesi gerektiğini söyledi.",0
Bu ilginin yeni olmadığı belirtilen haberde Osmanlı döneminde de kadın kıyafeti giyen genç erkeklerin sultan için dans ettiğini kaydetti.,0
"Havalanması olmadığı için sfenoid sinüsler 2-3 yaşlara, frontal sinüsler ise 6 yaşa kadar grafide görülmezler.",0
"Gölcük'te görüştüğümüz deprem mağduru kişi, özellikle müteahhitlere karşı açılan davalarda ortaya çıkan sonuçlar karşısında adalete güveninin tamamen sarsıldığını söyledi.",0
"Ancak bu tür çalışmalar riskli, uzun vadede karlı ve kalifiye insan gücü gerektiren yatırımlardır.",0
"Kalın kaşları, kaim bıyıkları, sıvanmış kollarındaki kıllarıyla Yelda'ya büyük, siyah bir kıl yumağı gibi görünen erkek kalabalığı gelenlere bakmak için hep birlikte başlarını kaldırmışlardı.",0
"Çocukların daha mutlu oluşu, kendisinden daha az korkmaları herhalde onu rahatsız ediyor olmalıydı ki, suratı daha fazla asılmaya başladı.",0
"Kafatası kemiklerinde gözlenen bu tür lezyonlar, kalıtsal ya da kazanılmış anemi hastalığına bağlanmaktadır.",0
"Liderleri hakkındaki soruşturma kapsamında el konulan koloninin lokanta, okul, hastane ve büyük bir tarım işletmesi dahil tüm malvarlığı ve maddi gelirleri ile yönetimi teslim alındı.",0
"Ulusal kurtuluş savaşları nesnelliğinde ise islamiyetin belirgin bir etki alanının olduğu topraklarda, islamiyetin ulusal kurtuluş savaşlarında farklı toplumsal kesimleri biraraya getiren ve tutan bir tutkal işlevi görmesi doğal olarak anti-sömürgeci, anti-emperyalist bir kimliği de beraberinde getirmiştir.",0
"Birlikte kavga ediyorlardı, onu yarı yolda bırakamazdı.",0
"Bu gözlükler erkeklerde olduğu kadar kadınlarda da var, ama kadınların böyle sahici ve özgür bir okuma imkânına daha çok sahip olduklarını düşünüyorum yine de.",0
Antarktika ve civarında yaşayan canlılar çevrelerine uyum sağlamak için çok ilginç mekanizmalar geliştirmişlerdir.,0
"Çoğu solcu yaklaşık 250 bin kişinin öldüğü iç savaş döneminde, 5 bini çocuk 45 bin kişi de kayboldu.",0
"Üretim fonksiyonu, aynı zamanda üretimde kullanılan üretim metotlarının ifadesi olan teknolojik seviyeyi temsil eder.",0
"Ancak bütün balıklar oltaya tutulan hemcinslerini kurtarmanın tek çaresinin koşup o yakamoz yapan ipi koparmak olduğunu akıl ettikleri zaman, bu hareketin bir neticesi ve faydası olabilirdi.",0
"""Seçmeyeceğiz"" dedikten sonra başkası olmazdı.",0
"İtiraz üzerine verilen karara karşı, 10 gün içinde il yönetim kurulu kararları için Merkez Yürütme Kurulu'na; Merkez Yürütme Kurulu kararı için de Parti Meclisi'ne başvurulabilir.",0
"Bu söylemden değişimin içeriğinin ve nihai hedefinin ne olduğunu; yani neden dış dinamikle, küreselleşmenin tüm taleplerine uyum doğrultusunda bir değişim savunduklarını anlıyorsunuz.",0
- Şarkılar birer itiraf Özgür olmak için mi?,0
Bankacı Fahir Bey yaz kış balkonunda bir keyif çayı içmeden çıkmazdı evden.,0
Salcı Ahmet içkisini bitirmeden sofradan kalkamazdı.,0
Söz konusu hipotetik yapılar öncelikle çok değişkenli istatistik yöntemlerden uygun olan açıklayıcı faktör analiziyle araştırılmaktadır.,0
Nimeta bugün işe gecikmeden gitmeliydi.,0
"Artık o, kahvaltısını ederken, uyurken, çalışırken başka bir yerde böylesine bir günahın işlendiğini bilerek nasıl yaşayabilirdi.",0
"Halkın güvenoyu vermediği yöneticiler, Türkiye'yi yönetmeye devam etmektedirler.",0
"Her sevişme sonrası kollarında tuttuğu kadının hiçbir şeyle karışmamış, neredeyse salt saflığa dönüşmüş içtenliğinin inceliğiyle ürperir ama peşinden yataktan kalktığı anda Ayşe'nin inatla yeniden büründüğü o güçlü kişiliğine çarpar, o içtenliği artık paylaşamazdı.",0
Bu tartışma sürecinde bir diğer akım olarak karşımıza çıkan İngiliz Sosyoloji Birliği'ne bağlı bazı sosyal bilimciler dikkati enformel kesimin istihdam biçimleri açısından farklılaşmış ve çeşitlenmiş olmasına çekmişlerdir.,0
"""Her cuma Mahmut Tuncer"", ""Her pazartesi türküleriyle Turgay Başyayla"" Buraya kadar anormal bir durum yok, rutin bir otel ilanı gibi.",0
"Hayır, Ceren'i fazla tanımazdı.",0
"Yaprakbitsiz bitkilerde 28.26±3.09 adet olarak belirlenen çeşitlerin toplam ortalaması, yaprakbitli bitkilerde 29.4±2.96 adet olarak belirlenmiştir.",0
"Gastrointestinal kanama, KBY sürecinde sık rastlanan bir komplikasyondur.",0
İlk önce binlerce yılın içimdeki ağırlığından kurtulmalıydım.,1
"Yüreğimde seni tanıyan başka kalplerin her an gitmeye hazır huzursuz boşluğu olamazdım, bu yüzden geldim.",0
"Ancak, içinde bulunduğumuz küreselleşme sürecinde bu tür iç dengeleri yönlendirmeye yönelik bağımsız makro politikalar ya etkisiz kalmaktadır ya da hiçbir uygulama alanı bulamamaktadır.",0
Tarım kesiminde ücretli çalışanlar için Tarım İş Kanunu çıkarılacaktır.,0
1995'de bana verilen teşekkür belgesinde bu tür kuruluşların adı var.,0
Yüz yüze kurulan bu tür ilişkiler halkla ilişkiler uzmanının işini çok kolaylaştıracaktır.,0
"Verilerin çözümlenmesi sürecinde, sentezleme stratejilerinin birlikte ya da ayrı ayrı kullanılmaları durumunda, erişiyi anlamlı ölçüde etkileyip etkilemediklerine ilişkin ilk sorunun cevabı aranırken, ortalamalar arası t testine; farklı sentezleme stratejilerinim kullanılması durumunda gerçekleşen erişiler arasında anlamlı farklılık olup olmadığı yönündeki ikinci sorunun cevabı aranırken ise kovaryans analizine başvurulmuştur.",0
"Ama şöyle bir hali, 40 yıl düşünsem hayal bile edemem.",0
"Melek Halanın sanıları beni derinden etkilemiş olmalı ki, birbiriyle ilintisiz şeyleri hep birbirinin içinde erimiş, birbirine karışmış sanırdım.",0
"Sen sevmemiş olsaydın, sevebilir miydim ki Seni?",1
"""H""siz hayat o kadar anlamsız geliyordu ki, normal insanların dürtülerinden o kadar uzaktım ki, hiçbir şey zevk vermiyordu: Yemek, içmek, gezmek, seks korkunç anlamsızdı.",0
"Sıralamada yükseklerde olmak, bir okula ek gelir ve prestij kazandırıyor.",0
"İnsanlığın doğuşundan itibaren var olan eğitim, canlı ve cansız çevre ile etkileşim yoluyla her ne kadar gerçekleşmekte ise de öğretici konumundaki bir öğretmen gözetiminde gerçekleştirilen eğitim daha kalıcı ve daha verimlidir.",0
"Yoğun bir çaba göstererek bu projeyi gerçekleştirmeye çalışan Yücel ise, tutarlı bir eğitim uygulamasıyla Türkiye'deki öğretmen açığının 15 yıl gibi kısa bir zaman içersinde kapatılabileceğini vurgular.",0
"İntihara sonradan olduğu gibi psikolojik bir dram trajedi, bir depresif semptom, umutsuzluğun uç noktası olarak yaklaşmak henüz söz konusu değildir.",0
"Türk futbolcular ise ağırlaşan zeminde verdikleri fizik mücadelenin de etkisiyle yorgun, bezgin, başları önde koridora yönlenmişler.",0
"Tasarı ve tekliflerin komisyon incelemesinden geçmeden, doğrudan doğruya Genel Kurulda görüşülmesi halinde, bir çok tasarı ve teklifin etkin bir şekilde anayasaya uygunluğunun incelenmesi mümkün olmazdı.",1
Bu amansız hastalığa yakalananların en aklı başında olanı bile maazallah fena halde şairleşir.,0
"Gıdada yaklaşık 30 farklı kategoride, 800'ü aşkın ürünle üretim yapan gıda devi, bulunduğu pek çok kategoride zirvede yer alıyor.",0
"Açıkçası, her erkek gibi Turgut karısından çok korkardı.",0
Bilenler ise sadece yardım etmek için yardımcı oluyorlar.,0
"Birkaç dakika sonra teslim muamelesi yapılacak, Türk sancağı kalenin burcunda dalgalanacaktı.",0
"Daha yüksek düzeyde bir bilimsel tavır belirleyen bu dergiyi yürüten ve destekleyen yazarlar, sanat tarihçisi formasyonuna sahip oldukları halde, resim yapmayı yazı yazmaya yeğleyenler oldu.",0
"Yapılan simülasyonların sonucunda, maksimum ısı transferinin, çarpma bölgesinde oluştuğu ve levha boyunca akış yönünde değerinin azaldığı belirlenmiştir.",0
Taahhüt avansları ve akreditiflerden harcanmayan kısımlar ise avansın veya akreditifin açıldığı hizmetlerle ilgili bütçe tertiplerine devredilecektir.,0
İnsanlara sen aslında şusun yok busun da demiyorum.,0
Annem ve babam çalıştığı için abimle evde tek kalırdık.,0
"Kendisi tutsa, sapını gözüne sokar.""",1
"Hiçbir şey eskisi gibi değildi, benim sevdiğim, taptığım insan bu olamazdı.",1
"Yani, bu ifâdelerle keşke eskiden beri Osmanlılar bizi yönetselerdi diyecek kadar onların yönetiminden memnun ve hoşnut olduklarını belirtmiş oluyorlardı.",0
"Dolayısıyla eksik-hikaye materyalinin TAT’ni etkileyip, perdelememesi için böyle bir öncelik-sonralık sırası belirlenmiştir.",0
"ve toplar damarlarda, endotoksin, IL-1 ve TNF, uyarılabilir NO sentaz ortaya çıkışını artırmaktadır.",0
"O nedenle, militanlarda ve hırsızlarda hiçbir biçimde kanun korkusu yok.",0
"ABD'li bilim adamları, gezegenin ısısının geçen yüzyılda 0.6 santigrat derece arttığını, 2030'da 1.2 santigrat derece daha artacağını, gelecek yüzyılda ise bu artışın 4.9 santigrat dereceyi bulacağını müjdeledi!",0
"""Bir insana bu kadar bağlanabileceğimi düşünmezdim.",1
"Çünkü düşmanın ""ilk-vuruş""u sonucunda mukabele, yani ""ikinci-vuruş"" imkânlarını kaybedecek olan bir nükleer kuvvet caydırıcılık vasfına sahip olamazdı.",1
Fakirliğin bazen insanlara çok büyük faydası var.,0
O yaşlarda herkes benimle ilgilenir ve severdi.,0
Ama benim Türkçe ve Dil Bilgisi dersindeki notlarıma ve cimnastikteki başarılarıma asla yaklaşamazdı.,0
"Bağlılıklara vurulmuş bir kimsenin davranıştan karşısında özgür düşünce gücünün bulunduğunu söylemek, insan kavramı ile, insan bağımsızlığı ile pek de bağdaştırılamaz.",0
"- Ama Bay Hıdır, senin bizden alacağın yok ki...",0
Türkiye'nin göreli olarak en zayıf konumda olduğu alan ise ABD ile ilişkileridir.,0
"Anadolu Sağlık Merkezi Fizik Tedavi ve Rehabilitasyon Bölümü'nden Dr. Yaprak Demir, doğru egzersizin çok sayıda faydası olduğunu belirterek ""Egzersiz, hamilelikte oluşabilecek bel ağrısı, kabızlık, bacaklarda şişlik problemlerini en aza indirir, hamilelikte gelişebilecek şeker hastalığından korur veya tedavi eder, moral olarak hamileyi anneliğe hazırlar, doğum korkusunu azaltır, gerginliği azaltır, kas gücünü, elastikiyetini ve dayanıklılığı arttırır, enerjiyi arttırır ve dengeyi koruyarak düşme riskini azaltır"" dedi.",0
